step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
305.0,41,1948.0,30.92063492063492,2.7736357230680393,41,2328.0,0.10463474848703606,41,2328.0
310.0,40,1922.0,29.56923076923077,3.0844783730822587,40,2453.0,0.11843083106541115,40,2453.0
315.0,34,1885.0,29.453125,3.214715141823876,34,2486.0,0.12898981361896925,34,2486.0
320.0,35,2025.0,31.153846153846153,4.073407827793456,35,2516.0,0.172004337460516,35,2516.0
325.0,43,2200.0,32.35294117647059,3.768610798492684,43,2601.0,0.14774679372383254,43,2601.0
330.0,39,2386.0,35.088235294117645,4.1281361589617145,39,2766.0,0.17150947836555872,39,2766.0
335.0,36,1804.0,27.333333333333332,3.735513405859374,36,2557.0,0.1780546225863032,36,2557.0
340.0,35,833.0,12.432835820895523,3.3857248665037685,35,2031.0,0.1414332967127998,35,2031.0
345.0,31,576.0,8.597014925373134,4.147792229841334,31,1386.0,0.16691605211494184,31,1386.0
350.0,34,723.0,10.954545454545455,4.283721608837537,34,1075.0,0.17269810293070512,34,1075.0
355.0,33,594.0,9.428571428571429,3.7344242676872588,33,1066.0,0.16426312238063667,33,1066.0
360.0,32,432.0,7.448275862068965,2.884366589916443,32,1033.0,0.07235070614396953,32,1033.0
365.0,30,487.0,7.268656716417911,4.164194805324018,30,971.0,0.1652801512651008,30,971.0
370.0,29,619.0,9.238805970149254,5.880739217977999,29,988.0,0.30158935458514974,29,988.0
375.0,26,564.0,8.8125,4.060280060830688,26,1006.0,0.20719817147356495,26,1006.0
380.0,36,728.0,11.030303030303031,3.1885916856437078,36,1075.0,0.12165597715396402,36,1075.0
385.0,45,652.0,9.73134328358209,2.7040925577516344,45,1181.0,0.09285142353903396,45,1181.0
390.0,39,582.0,9.09375,2.7750367139679195,39,1196.0,0.1128671390288688,39,1196.0
395.0,33,669.0,10.453125,3.6845542641685523,33,1160.0,0.13399400011538543,33,1160.0
400.0,39,807.0,11.054794520547945,3.096003434190039,39,1299.0,0.12775763999886275,39,1299.0
405.0,41,1005.0,14.357142857142858,3.143246027308673,41,1497.0,0.16871336231660494,41,1497.0
410.0,46,1038.0,14.82857142857143,1.7411880346665154,46,1631.0,0.09561158473118905,46,1631.0
415.0,49,985.0,13.31081081081081,2.166834843815546,49,1699.0,0.092554055173164,49,1699.0
420.0,43,1093.0,14.77027027027027,3.2347983245450833,43,1736.0,0.0964961883464562,43,1736.0
425.0,43,1300.0,17.333333333333332,3.594004114177136,43,1843.0,0.1495193246916424,43,1843.0
430.0,40,1347.0,18.708333333333332,3.1713146593678396,40,1920.0,0.1363158417689313,40,1920.0
435.0,40,1322.0,17.16883116883117,2.7361123687430817,40,1959.0,0.09182133588357135,40,1959.0
440.0,39,1347.0,17.26923076923077,3.8882368498066238,39,2012.0,0.17938750255136798,39,2012.0
445.0,41,1488.0,19.076923076923077,3.8458277105345977,41,2044.0,0.15883072698179576,41,2044.0
450.0,44,1693.0,22.276315789473685,3.9043828190767758,44,2120.0,0.1489949519064334,44,2120.0
455.0,46,1922.0,26.694444444444443,3.8114201906108764,46,2294.0,0.14885520762291268,46,2294.0
460.0,52,2165.0,28.486842105263158,3.455880086180489,52,2526.0,0.09563606514474593,52,2526.0
465.0,46,2218.0,30.383561643835616,2.798746120945934,46,2669.0,0.09314971050690955,46,2669.0
470.0,41,2160.0,29.589041095890412,2.656102658873394,41,2722.0,0.09839523156571331,41,2722.0
475.0,40,2242.0,28.743589743589745,3.8894492405499785,40,2773.0,0.1799515322167201,40,2773.0
480.0,38,2418.0,32.67567567567568,4.565715871515571,38,2829.0,0.21937673397349503,38,2829.0
485.0,43,2623.0,34.973333333333336,4.095528754789855,43,2928.0,0.1643460464792029,43,2928.0
490.0,42,2052.0,27.72972972972973,3.68898167774365,42,2747.0,0.15053794901953504,42,2747.0
495.0,40,1128.0,15.666666666666666,2.9651213621040275,40,2287.0,0.10515844588053143,40,2287.0
500.0,39,994.0,13.805555555555555,3.725357604848137,39,1713.0,0.1547461373624448,39,1713.0
505.0,48,1180.0,15.733333333333333,3.614629666712911,48,1535.0,0.15382198754054568,48,1535.0
510.0,38,888.0,11.532467532467532,3.505724217596811,38,1409.0,0.15213316828119722,38,1409.0
515.0,41,864.0,12.0,3.764534767919845,41,1305.0,0.16303725090944066,41,1305.0
520.0,51,1087.0,14.89041095890411,3.0639650476951603,51,1302.0,0.0778431181478126,51,1302.0
525.0,48,995.0,13.819444444444445,2.5327545787698096,48,1431.0,0.09055460129639284,48,1431.0
530.0,43,832.0,11.397260273972602,2.5767938148485015,43,1435.0,0.09621352212201574,43,1435.0
535.0,41,893.0,12.067567567567568,3.404591704266389,41,1381.0,0.12535915575850154,41,1381.0
540.0,39,1065.0,15.214285714285714,3.593655229673394,39,1386.0,0.12100964145888471,39,1386.0
545.0,39,1189.0,15.441558441558442,3.5311637983064688,39,1546.0,0.1649711912629872,39,1546.0
550.0,46,1403.0,18.706666666666667,2.993726595358989,46,1724.0,0.12313928984400041,46,1724.0
555.0,49,1283.0,17.33783783783784,2.1796801405714805,49,1838.0,0.09810327603295654,49,1838.0
560.0,52,1005.0,13.223684210526315,1.9033934157959596,52,1839.0,0.07463421450493128,52,1839.0
565.0,52,989.0,12.518987341772151,3.076293413406653,52,1747.0,0.11266834284798635,52,1747.0
570.0,41,1058.0,13.564102564102564,3.673562641442023,41,1737.0,0.1247603407718736,41,1737.0
575.0,44,1269.0,17.14864864864865,4.0951153145033405,44,1750.0,0.1509649211941755,44,1750.0
580.0,44,1290.0,15.542168674698795,3.5797731452844106,44,1854.0,0.15683182652830124,44,1854.0
585.0,38,1189.0,15.441558441558442,3.330057677632133,38,1873.0,0.17560841663464688,38,1873.0
590.0,37,1202.0,15.215189873417721,3.0401001476929848,37,1867.0,0.10718633287896039,37,1867.0
595.0,47,1384.0,17.3,3.410825012863674,47,1958.0,0.13926407829725293,47,1958.0
600.0,45,1609.0,20.896103896103895,4.0990389022289575,45,2047.0,0.15838866155110726,45,2047.0
605.0,47,1708.0,21.897435897435898,3.1253099642691007,47,2169.0,0.1212986471452624,47,2169.0
610.0,44,1738.0,23.486486486486488,2.845263825703664,44,2230.0,0.10097643511291711,44,2230.0
615.0,45,1855.0,23.78205128205128,3.3379215717534088,45,2279.0,0.11824863939160515,45,2279.0
620.0,39,1402.0,17.746835443037973,3.7015343071206392,39,2163.0,0.20257511179511467,39,2163.0
625.0,41,768.0,9.846153846153847,3.08188619706699,41,1827.0,0.15193401096245993,41,1827.0
630.0,45,848.0,10.871794871794872,3.322055305163564,45,1438.0,0.11521120196253967,45,1438.0
635.0,48,1008.0,12.923076923076923,2.562456009538238,48,1610.0,0.09780960989544003,48,1610.0
640.0,50,1150.0,14.375,2.4721977234104697,50,1734.0,0.08627940704376777,50,1734.0
645.0,47,1333.0,17.08974358974359,3.1679961068189546,47,1843.0,0.11161008861502976,47,1843.0
650.0,45,1089.0,13.28048780487805,2.6537567093636363,45,1893.0,0.10832335277153866,45,1893.0
655.0,48,1105.0,13.313253012048193,3.107948475185727,48,1711.0,0.13132798956809835,48,1711.0
660.0,55,1363.0,17.0375,3.1989616133666607,55,1873.0,0.10177841402288051,55,1873.0
665.0,58,1310.0,16.17283950617284,1.8600101683308001,58,2022.0,0.04992731843308157,58,2022.0
670.0,54,1062.0,13.11111111111111,2.4392378697922243,54,1995.0,0.07414487121115279,54,1995.0
675.0,53,1039.0,12.670731707317072,3.0598530110366045,53,1987.0,0.08793764466368775,53,1987.0
680.0,47,1122.0,14.025,3.3580980393093283,47,1988.0,0.11487082011540702,47,1988.0
685.0,51,1306.0,16.531645569620252,3.3344143094227015,51,2034.0,0.1146020184138701,51,2034.0
690.0,43,1305.0,15.914634146341463,3.594939852469983,43,2120.0,0.17324872701207825,43,2120.0
695.0,40,1158.0,14.475,3.619301189225272,40,2128.0,0.18213010827926865,40,2128.0
700.0,41,1143.0,13.771084337349398,3.345455162706022,41,2086.0,0.1294875360009543,41,2086.0
705.0,44,1267.0,15.265060240963855,3.418422963228578,44,2131.0,0.11989432124017063,44,2131.0
710.0,48,1502.0,18.54320987654321,3.931103208144736,48,2222.0,0.16649057012430163,48,2222.0
715.0,49,1269.0,15.8625,3.190790588708805,49,2129.0,0.13578002195419922,49,2129.0
720.0,44,888.0,12.0,2.7397045138195204,44,1857.0,0.10411793868713112,44,1857.0
725.0,44,733.0,8.831325301204819,2.4589238549381234,44,1957.0,0.11094564760154367,44,1957.0
730.0,54,936.0,11.7,2.7977195709722054,54,2049.0,0.12922488555010303,54,2049.0
735.0,59,977.0,11.771084337349398,2.1019029025133316,59,2179.0,0.07258451743926407,59,2179.0
740.0,55,876.0,10.428571428571429,2.076254573554305,55,2210.0,0.0773486826565674,55,2210.0
745.0,58,868.0,10.093023255813954,2.5768719492295253,58,2212.0,0.08739808255148826,58,2212.0
750.0,48,944.0,10.976744186046512,3.3723397110718136,48,2220.0,0.11629113719268773,48,2220.0
755.0,44,934.0,11.675,2.952966136634117,44,2343.0,0.12002868640238899,44,2343.0
760.0,49,829.0,9.63953488372093,2.7536103568015418,49,2379.0,0.12409872989586784,49,2379.0
765.0,37,636.0,7.310344827586207,2.8410607815882805,37,2308.0,0.14471438373052353,37,2308.0
770.0,38,430.0,5.0,2.411155276624483,38,2038.0,0.12184147931878259,38,2038.0
775.0,50,553.0,6.076923076923077,1.8853583156847602,50,2159.0,0.07669648402485724,50,2159.0
780.0,52,743.0,8.443181818181818,2.1051485694670107,52,2208.0,0.06672751108564955,52,2208.0
785.0,58,995.0,10.934065934065934,2.8832984212816566,58,2317.0,0.09626523582429361,58,2317.0
790.0,54,1057.0,12.149425287356323,2.081398241843267,54,2450.0,0.08358581807405496,54,2450.0
795.0,53,1048.0,11.644444444444444,2.0675050927312486,53,2450.0,0.09316367433864926,53,2450.0
800.0,52,1023.0,10.882978723404255,3.1995310806098725,52,2425.0,0.14488034540093542,52,2425.0
805.0,53,1103.0,11.86021505376344,3.11490879601279,53,2422.0,0.11605983111368466,53,2422.0
810.0,49,1195.0,13.277777777777779,2.9938748422628,49,2544.0,0.128364862098011,49,2544.0
815.0,52,1303.0,14.477777777777778,2.606503390912863,52,2633.0,0.10838585753690833,52,2633.0
820.0,47,975.0,10.483870967741936,2.5764593776841656,47,2652.0,0.10843068673057259,47,2652.0
825.0,46,958.0,10.527472527472527,2.3687905755277123,46,2539.0,0.0853067713076213,46,2539.0
830.0,58,1224.0,12.75,2.2138258916886193,58,2669.0,0.05241396075824553,58,2669.0
835.0,66,1419.0,14.479591836734693,2.12802634167823,66,2875.0,0.07929981332992761,66,2875.0
840.0,65,1553.0,17.065934065934066,1.9858507252232582,65,2995.0,0.08454815879250559,65,2995.0
845.0,64,1748.0,18.208333333333332,2.3025844488917264,64,3052.0,0.07726550502780478,64,3052.0
850.0,57,1766.0,18.020408163265305,2.0819907937786075,57,3237.0,0.07745490437092498,57,3237.0
855.0,55,1812.0,18.875,2.531584929061494,55,3328.0,0.10386353911913737,55,3328.0
860.0,57,1882.0,19.604166666666668,2.551090085224917,57,3360.0,0.0773219737626715,57,3360.0
865.0,62,1990.0,20.306122448979593,2.8059961934208975,62,3458.0,0.08529620383566477,62,3458.0
870.0,51,1643.0,17.47872340425532,3.1163323703005164,51,3311.0,0.15442416457417907,51,3311.0
875.0,52,993.0,10.563829787234043,2.9085534872529766,52,2923.0,0.1498106465737585,52,2923.0
880.0,53,705.0,7.268041237113402,2.241374999751125,53,2956.0,0.09552159600076703,53,2956.0
885.0,60,972.0,10.02061855670103,2.111494452971272,60,3137.0,0.07021788798111771,60,3137.0
890.0,71,1080.0,11.1340206185567,1.527385409007516,71,3321.0,0.03640905896724506,71,3321.0
895.0,73,1085.0,11.302083333333334,1.6633651995388572,73,3413.0,0.04396145184231842,73,3413.0
900.0,68,1170.0,12.580645161290322,2.2005827032218117,68,3438.0,0.046141869080748875,68,3438.0
905.0,56,1018.0,10.282828282828282,2.3363954670071747,56,3627.0,0.0982516911486132,56,3627.0
910.0,50,896.0,9.53191489361702,2.8314607036571564,50,3657.0,0.13437337199062477,50,3657.0
915.0,52,917.0,9.45360824742268,2.8467298732287203,52,3661.0,0.11270593071529761,52,3661.0
920.0,55,1014.0,10.346938775510203,2.9149379170211476,55,3702.0,0.10313065822039355,55,3702.0
925.0,50,1117.0,11.635416666666666,2.838971226032165,50,3751.0,0.12182651169075809,50,3751.0
930.0,57,1230.0,12.551020408163266,2.645295167853574,57,3693.0,0.09810227172239075,57,3693.0
935.0,57,1405.0,14.789473684210526,2.6754756389753447,57,3712.0,0.09162490583913126,57,3712.0
940.0,57,1569.0,15.69,2.914774347350413,57,3707.0,0.0988944694741727,57,3707.0
945.0,51,1409.0,14.677083333333334,3.2398104989518814,51,3577.0,0.16320658031064234,51,3577.0
950.0,55,1074.0,11.072164948453608,2.786913503637726,55,2995.0,0.11473121302494985,55,2995.0
955.0,54,768.0,7.757575757575758,2.164249058049856,54,3140.0,0.08804927190728973,54,3140.0
960.0,57,791.0,8.071428571428571,2.304562816539227,57,3204.0,0.09221689656526626,57,3204.0
965.0,62,900.0,8.910891089108912,2.3791936523740214,62,3218.0,0.06831382224300382,62,3218.0
970.0,65,1087.0,10.87,2.710016810965071,65,3349.0,0.08953372573697592,65,3349.0
975.0,62,1207.0,11.950495049504951,2.43784312670277,62,3489.0,0.10521915144525351,62,3489.0
980.0,61,1274.0,12.368932038834952,2.7674486593452725,61,3549.0,0.13563719772489782,61,3549.0
985.0,63,1376.0,13.490196078431373,2.556140011383009,63,3603.0,0.09080955661535993,63,3603.0
990.0,62,1520.0,15.2,2.689783726926576,62,3771.0,0.10439746292229944,62,3771.0
995.0,64,1769.0,18.237113402061855,2.8662741961675238,64,3902.0,0.11078823695700969,64,3902.0
1000.0,64,1828.0,18.28,2.7122017139197414,64,3817.0,0.1200800493367265,64,3817.0
1005.0,60,1728.0,17.814432989690722,2.39787895608676,60,3459.0,0.10152662074360762,60,3459.0
1010.0,58,1548.0,15.029126213592233,1.8926599843185954,58,3491.0,0.08611481495497408,58,3491.0
1015.0,58,1510.0,14.380952380952381,2.5710565022310505,58,3557.0,0.11237733343145624,58,3557.0
1020.0,65,1604.0,15.423076923076923,2.541496345630524,65,3623.0,0.08276534879835153,65,3623.0
1025.0,64,1059.0,10.182692307692308,2.3258057019744176,64,3636.0,0.08456393403942657,64,3636.0
1030.0,59,850.0,8.415841584158416,2.252281856493126,59,3439.0,0.09218412573424327,59,3439.0
1035.0,67,1146.0,10.914285714285715,2.576875627375814,67,3447.0,0.08992768530851265,67,3447.0
1040.0,75,1502.0,14.58252427184466,1.7986989315706126,75,3694.0,0.024832634642849013,75,3694.0
1045.0,87,1639.0,15.317757009345794,1.1656264095997886,87,3955.0,0.008265557069101835,87,3955.0
1050.0,77,1643.0,15.5,1.845820971943275,77,4102.0,0.06686691722834846,77,4102.0
1055.0,75,1724.0,16.737864077669904,2.4274981386304266,75,4140.0,0.087187249083204,75,4140.0
1060.0,65,1643.0,16.107843137254903,2.2517365818916337,65,4337.0,0.0882167442181193,65,4337.0
1065.0,57,1572.0,16.040816326530614,2.343743938048106,57,4299.0,0.08470262599729021,57,4299.0
1070.0,57,1611.0,16.272727272727273,2.7001499234575705,57,4293.0,0.09230305985838314,57,4293.0
1075.0,55,1673.0,17.427083333333332,2.858529979240892,55,4306.0,0.10364108855233707,55,4306.0
1080.0,56,1818.0,19.13684210526316,3.144718718789465,56,4372.0,0.1257110392243397,56,4372.0
1085.0,61,1980.0,19.603960396039604,2.7244384142383513,61,4444.0,0.13123906889475717,61,4444.0
1090.0,61,2094.0,20.73267326732673,2.7738038995846654,61,4439.0,0.11948112768488077,61,4439.0
1095.0,58,2255.0,22.77777777777778,2.6004140195088206,58,4509.0,0.11242585168705732,58,4509.0
1100.0,63,2395.0,23.480392156862745,2.592799288162147,63,4551.0,0.10422299438759475,63,4551.0
1105.0,56,2064.0,20.64,2.7274184790262472,56,4295.0,0.12476144275928641,56,4295.0
1110.0,59,1449.0,14.49,2.70711110640454,59,3784.0,0.11065881015810444,59,3784.0
1115.0,51,869.0,8.86734693877551,1.9688307189431935,51,3765.0,0.0746252955202773,51,3765.0
1120.0,54,736.0,6.943396226415095,2.2539602376301033,54,3807.0,0.10061095748602633,54,3807.0
1125.0,56,809.0,7.704761904761905,2.6975556635543847,56,3787.0,0.10736020984461464,56,3787.0
1130.0,61,975.0,9.19811320754717,2.864539973382209,61,3956.0,0.11357886144083372,61,3956.0
1135.0,68,1160.0,10.943396226415095,2.3677848830015957,68,3854.0,0.0900491345455775,68,3854.0
1140.0,67,1345.0,13.058252427184467,2.3791510306839965,67,3381.0,0.09978553735474346,67,3381.0
1145.0,60,1146.0,11.01923076923077,2.0582023175225204,60,3411.0,0.07879850236467928,60,3411.0
1150.0,64,1275.0,12.75,2.1282357889186567,64,3461.0,0.08124264961026635,64,3461.0
1155.0,74,1353.0,13.135922330097088,1.3680443921418748,74,3637.0,0.03239745464076584,74,3637.0
1160.0,74,1337.0,13.237623762376238,1.9878640313384406,74,3614.0,0.08322965608447302,74,3614.0
1165.0,73,1330.0,13.03921568627451,2.389429865990349,73,3659.0,0.07180858611835535,73,3659.0
1170.0,61,1105.0,11.05,1.9948890992796755,61,3880.0,0.07411051065762968,61,3880.0
1175.0,60,980.0,10.103092783505154,2.2218079016819394,60,3970.0,0.0840062543200029,60,3970.0
1180.0,58,1055.0,10.445544554455445,2.6380064412401945,58,3976.0,0.08998292626477072,58,3976.0
1185.0,56,944.0,9.346534653465346,2.2843201153920942,56,3930.0,0.09181516511833755,56,3930.0
1190.0,54,834.0,8.176470588235293,2.087701673177668,54,3610.0,0.09137111334791219,54,3610.0
1195.0,55,667.0,6.175925925925926,2.1838607300232007,55,3706.0,0.10990509116232343,55,3706.0
1200.0,65,841.0,8.086538461538462,1.9710734584672704,65,3798.0,0.08405345548301736,65,3798.0
1205.0,75,999.0,9.424528301886792,1.3553360821865037,75,3939.0,0.03423576724320758,75,3939.0
1210.0,81,1089.0,10.371428571428572,1.628175098556732,81,3981.0,0.038488246907014904,81,3981.0
1215.0,75,1231.0,11.836538461538462,2.2382060949848577,75,3905.0,0.05850682634458853,75,3905.0
1220.0,66,1151.0,11.396039603960396,1.9105395357291568,66,4103.0,0.05908244997030592,66,4103.0
1225.0,61,1069.0,10.908163265306122,2.151450463653639,61,4146.0,0.07765706792575786,61,4146.0
1230.0,59,1152.0,11.184466019417476,2.7684867436726934,59,4160.0,0.11088971109818091,59,4160.0
1235.0,50,965.0,9.65,2.7564643870792223,50,4047.0,0.13688531297311238,50,4047.0
1240.0,51,756.0,7.636363636363637,2.199387674371369,51,3621.0,0.09493731481126531,51,3621.0
1245.0,53,780.0,7.572815533980583,2.001565956591063,53,3758.0,0.08722880269286747,53,3758.0
1250.0,61,1038.0,9.98076923076923,2.0667312936222304,61,3843.0,0.07365361138485617,61,3843.0
1255.0,61,1129.0,10.85576923076923,1.4515487804794334,61,3950.0,0.045866744109493186,61,3950.0
1260.0,61,1122.0,11.0,1.6394863164986362,61,3768.0,0.05139310310732101,61,3768.0
1265.0,59,1171.0,11.047169811320755,2.587965309434128,59,3604.0,0.09433508467364123,59,3604.0
1270.0,55,1161.0,10.850467289719626,2.680691759217526,55,3684.0,0.11221345231709359,55,3684.0
1275.0,54,1199.0,11.754901960784315,2.5427964874570512,54,3747.0,0.09909632118419111,54,3747.0
1280.0,56,954.0,9.085714285714285,2.010894514738371,56,3786.0,0.08084355743200088,56,3786.0
1285.0,54,887.0,8.611650485436893,2.1337450740551365,54,3740.0,0.08773048823668453,54,3740.0
1290.0,60,1127.0,10.836538461538462,2.254111061356584,60,3773.0,0.05839616420942763,60,3773.0
1295.0,73,1342.0,12.542056074766355,1.4252632392240119,73,3924.0,0.025207108870612952,73,3924.0
1300.0,78,1536.0,14.222222222222221,1.5329054998783174,78,3999.0,0.04829804602152619,78,3999.0
1305.0,75,1777.0,16.453703703703702,2.462281038798175,75,3947.0,0.08425005609469789,75,3947.0
1310.0,68,1840.0,17.692307692307693,2.263675900641966,68,4160.0,0.09464286326334753,68,4160.0
1315.0,62,1820.0,18.383838383838384,2.044702914084932,62,4208.0,0.08499594645282123,62,4208.0
1320.0,57,1499.0,14.841584158415841,2.1258136035147195,57,4095.0,0.09130798388323018,57,4095.0
1325.0,52,857.0,8.57,2.0867776258286295,52,3748.0,0.08626772256346166,52,3748.0
1330.0,50,544.0,5.3861386138613865,1.8305577150687795,50,3859.0,0.07712857977221832,50,3859.0
1335.0,57,737.0,6.88785046728972,1.9149624869859887,57,3881.0,0.07061551170706427,57,3881.0
1340.0,63,1013.0,9.467289719626168,2.37468001775111,63,3971.0,0.09846993585602182,63,3971.0
1345.0,64,1124.0,10.60377358490566,2.2046068101253447,64,4079.0,0.09390861474278606,64,4079.0
1350.0,61,1127.0,11.27,1.8815065808688056,61,4090.0,0.07467839955250778,61,4090.0
1355.0,62,1180.0,11.45631067961165,2.568453658262285,62,3962.0,0.09224993849591666,62,3962.0
1360.0,60,1267.0,12.300970873786408,2.7497454825654652,60,4004.0,0.09372247175991393,60,4004.0
1365.0,58,1226.0,12.138613861386139,2.4026175116612074,58,3897.0,0.09933496321229882,58,3897.0
1370.0,60,1206.0,11.596153846153847,2.2568193095623963,60,3586.0,0.09325277050318458,60,3586.0
1375.0,60,1126.0,10.622641509433961,2.280739682882268,60,3630.0,0.10772161635974137,60,3630.0
1380.0,59,1158.0,11.028571428571428,2.4006356452998454,59,3673.0,0.10324583331288426,59,3673.0
1385.0,68,1278.0,12.288461538461538,2.1375013091568125,68,3648.0,0.05161562637873083,68,3648.0
