step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,terminal_observation
305.0,26,1180.0,19.666666666666668,4.8239602046231935,26,1359.0,0.2063500231089196,26,1359.0,False,
310.0,31,1323.0,22.05,5.169287028897681,31,1437.0,0.22502983562765275,31,1437.0,False,
315.0,28,1147.0,19.775862068965516,3.7964453751815737,28,1431.0,0.1633163803741645,28,1431.0,False,
320.0,33,1258.0,22.07017543859649,3.7810431443120622,33,1401.0,0.15405388671251727,33,1401.0,False,
325.0,42,816.0,13.161290322580646,2.5819889908614724,42,1302.0,0.09332129006034912,42,1302.0,False,
330.0,29,375.0,6.147540983606557,3.477154598413648,29,1013.0,0.17277372449074926,29,1013.0,False,
335.0,30,493.0,7.951612903225806,5.165447570146324,30,692.0,0.24872803676893668,30,692.0,False,
340.0,34,514.0,8.03125,2.955816044432719,34,794.0,0.10240329281462472,34,794.0,False,
345.0,33,563.0,9.229508196721312,3.485195371078972,33,869.0,0.1436957900437858,33,869.0,False,
350.0,37,733.0,11.453125,3.700452882480064,37,946.0,0.11862538849858749,37,946.0,False,
355.0,38,912.0,14.476190476190476,4.337139889480156,38,1107.0,0.17090911279297558,38,1107.0,False,
360.0,40,1102.0,19.0,3.6593916539737132,40,1297.0,0.10692866741891612,40,1297.0,False,
365.0,37,1094.0,16.83076923076923,2.8132850499786133,37,1395.0,0.11071861025353305,37,1395.0,False,
370.0,41,1245.0,19.761904761904763,3.910032028359311,41,1445.0,0.20141102784294776,41,1445.0,False,
375.0,39,1031.0,15.861538461538462,2.5706062814780184,39,1498.0,0.11030783023417313,39,1498.0,False,
380.0,39,714.0,10.5,2.9622210527443023,39,1360.0,0.10949522551198686,39,1360.0,False,
385.0,36,618.0,8.956521739130435,3.8936481735358264,36,1265.0,0.15437460615453022,36,1265.0,False,
390.0,30,685.0,10.223880597014926,4.310317229010993,30,1204.0,0.18270562902797316,30,1204.0,False,
395.0,31,831.0,12.784615384615385,5.239512466417184,31,1204.0,0.2489770437855276,31,1204.0,False,
400.0,37,991.0,14.36231884057971,4.551158615587913,37,1244.0,0.19478871937134218,37,1244.0,False,
405.0,35,1165.0,17.388059701492537,5.374750699288592,35,1368.0,0.24824815419836246,35,1368.0,False,
410.0,37,1343.0,20.348484848484848,3.819659981623209,37,1543.0,0.13244894880210234,37,1543.0,False,
415.0,41,1291.0,19.560606060606062,3.146906458439527,41,1645.0,0.11715961238157314,41,1645.0,False,
420.0,31,1227.0,20.114754098360656,3.7839415164593198,31,1632.0,0.13212071262972883,31,1632.0,False,
425.0,30,1345.0,21.349206349206348,4.374972084600729,30,1647.0,0.17756418518445724,30,1647.0,False,
430.0,34,1505.0,25.083333333333332,5.128968005468811,34,1719.0,0.21677390139903172,34,1719.0,False,
435.0,31,1331.0,20.796875,3.5140428569248505,31,1719.0,0.14719476108811858,31,1719.0,False,
440.0,35,1398.0,21.84375,3.8993335834749434,35,1637.0,0.1963596711028354,35,1637.0,False,
445.0,40,968.0,14.666666666666666,3.2424552334421883,40,1529.0,0.15333085594046963,40,1529.0,False,
450.0,36,481.0,7.515625,3.036760371968965,36,1225.0,0.11433145807765813,36,1225.0,False,
455.0,35,561.0,8.63076923076923,4.1244327141392505,35,874.0,0.1612239288426819,35,874.0,False,
460.0,38,611.0,9.119402985074627,2.878418316391616,38,1001.0,0.1042897890416682,38,1001.0,False,
465.0,35,646.0,10.09375,3.3652457316337214,35,1084.0,0.13706366791320548,35,1084.0,False,
470.0,39,822.0,11.91304347826087,3.5764460924768757,39,1159.0,0.11408584476367366,39,1159.0,False,
475.0,37,849.0,11.95774647887324,3.6873518744839866,37,1240.0,0.1798932981442971,37,1240.0,False,
480.0,43,1022.0,15.723076923076922,3.5564437201060013,43,1312.0,0.16952167776837557,43,1312.0,False,
485.0,43,872.0,12.823529411764707,2.328177712142949,43,1377.0,0.07551208860396255,43,1377.0,False,
490.0,41,651.0,9.573529411764707,3.0954438681135876,41,1297.0,0.12778631752082242,41,1297.0,False,
495.0,37,630.0,9.130434782608695,3.3962632527099172,37,1258.0,0.12863467375788096,37,1258.0,False,
500.0,35,763.0,10.9,3.942514955729757,35,1251.0,0.16597656260916877,35,1251.0,False,
505.0,44,942.0,12.904109589041095,3.6479106436930064,44,1303.0,0.15433479340603803,44,1303.0,False,
510.0,34,930.0,12.4,4.015540981077411,34,1379.0,0.20089766346866783,34,1379.0,False,
515.0,31,826.0,11.633802816901408,4.0261002960109025,31,1363.0,0.18890164386067843,31,1363.0,False,
520.0,37,910.0,12.63888888888889,3.9180298015625903,37,1375.0,0.1489920916314265,37,1375.0,False,
525.0,40,1098.0,15.685714285714285,4.3120784923115805,40,1463.0,0.18192284096277664,40,1463.0,False,
530.0,38,1110.0,16.08695652173913,3.357213198355292,38,1554.0,0.15056891215424384,38,1554.0,False,
535.0,45,1292.0,18.72463768115942,2.920370128835863,45,1643.0,0.08745598917360613,45,1643.0,False,
540.0,46,1360.0,20.923076923076923,2.6348180182467944,46,1786.0,0.08221853746059238,46,1786.0,False,
545.0,41,1353.0,18.791666666666668,2.926130113871264,41,1824.0,0.12031313251349512,41,1824.0,False,
550.0,34,1433.0,19.90277777777778,4.447795021212684,34,1886.0,0.20655348806393992,34,1886.0,False,
555.0,38,1614.0,22.416666666666668,3.9800600526485064,38,1960.0,0.16739717566383347,38,1960.0,False,
560.0,42,1818.0,25.25,4.018979509573835,42,2104.0,0.15833696214627918,42,2104.0,False,
565.0,45,1838.0,25.17808219178082,2.6370059144364055,45,2223.0,0.0812284306029473,45,2223.0,False,
570.0,39,1797.0,25.67142857142857,3.3169984517911053,39,2279.0,0.12270859684420941,39,2279.0,False,
575.0,37,1877.0,28.01492537313433,3.8179780683351114,37,2319.0,0.1435470278029956,37,2319.0,False,
580.0,42,2059.0,27.824324324324323,4.110820466564501,42,2367.0,0.1692267310561938,42,2367.0,False,
585.0,40,2251.0,31.26388888888889,5.000597104702963,40,2502.0,0.2303164431751322,40,2502.0,False,
590.0,39,2283.0,32.614285714285714,3.449329825176815,39,2615.0,0.14710324981433368,39,2615.0,False,
595.0,48,2496.0,35.65714285714286,2.6404546579347468,48,2740.0,0.0849656980778328,48,2740.0,False,
600.0,45,2539.0,37.338235294117645,3.0590747368207896,45,2903.0,0.11662494584930938,45,2903.0,False,
605.0,42,2539.0,36.79710144927536,2.6665221436250564,42,2956.0,0.07808097315124894,42,2956.0,False,
610.0,39,2712.0,39.88235294117647,4.0848242451698304,39,3034.0,0.16107849698029816,39,3034.0,False,
615.0,40,2908.0,40.95774647887324,3.756271201063261,40,3159.0,0.12455725166079984,40,3159.0,False,
620.0,44,3120.0,43.333333333333336,3.9494228857062885,44,3360.0,0.1842197484990181,44,3360.0,False,
625.0,43,2355.0,32.26027397260274,3.326198548875934,43,3131.0,0.14230219867674737,43,3131.0,False,
630.0,38,1136.0,16.463768115942027,3.4672108203930203,38,2404.0,0.139607401194622,38,2404.0,False,
635.0,35,718.0,10.405797101449275,3.804076037192663,35,1804.0,0.14276307870869334,35,1804.0,False,
640.0,38,837.0,11.957142857142857,4.2664289460157265,38,1400.0,0.16966145540887614,38,1400.0,False,
645.0,34,706.0,10.696969696969697,3.3455214761123875,34,1366.0,0.14573568612011223,34,1366.0,False,
650.0,34,479.0,6.942028985507246,2.5871726487868503,34,1328.0,0.08609460802483557,34,1328.0,False,
655.0,32,479.0,6.652777777777778,4.625290767257116,32,1234.0,0.2033436175000588,32,1234.0,False,
660.0,30,584.0,8.588235294117647,4.893128817036547,30,1230.0,0.2247895280692894,30,1230.0,False,
665.0,30,542.0,7.855072463768116,3.584746926735238,30,1255.0,0.169457779013675,30,1255.0,False,
670.0,38,712.0,10.318840579710145,3.369372676973991,38,1328.0,0.13993163318729537,38,1328.0,False,
675.0,40,649.0,9.405797101449275,2.503966051757024,40,1432.0,0.08263845882328183,40,1432.0,False,
680.0,39,608.0,8.685714285714285,3.100722107136385,39,1423.0,0.10714234106537607,39,1423.0,False,
685.0,46,740.0,10.136986301369863,3.146049355021459,46,1491.0,0.08776800542008832,46,1491.0,False,
690.0,35,798.0,10.783783783783784,3.5362503175652393,35,1593.0,0.17605806708265664,35,1593.0,False,
695.0,33,790.0,11.126760563380282,3.589894045937769,33,1616.0,0.18179365225790733,33,1616.0,False,
700.0,39,884.0,11.945945945945946,3.484751774822619,39,1639.0,0.12410007485679946,39,1639.0,False,
705.0,41,1062.0,14.35135135135135,4.061105189710563,41,1756.0,0.16445631205719094,41,1756.0,False,
710.0,38,1173.0,16.291666666666668,3.5327378181543416,38,1865.0,0.15600984803584378,38,1865.0,False,
715.0,50,1390.0,19.305555555555557,2.642350860284497,50,2056.0,0.08125278241725602,50,2056.0,False,
720.0,47,1469.0,21.602941176470587,2.187042495712156,47,2203.0,0.07367317653640053,47,2203.0,False,
725.0,45,1450.0,19.333333333333332,2.350268667816862,45,2266.0,0.10589428180514371,45,2266.0,False,
730.0,39,1531.0,20.144736842105264,4.162937947643312,39,2279.0,0.17860798845173775,39,2279.0,False,
735.0,40,1704.0,22.72,3.798731914888943,40,2361.0,0.15974344469640328,40,2361.0,False,
740.0,45,1921.0,24.948051948051948,3.9249800646498243,45,2500.0,0.1732348660219254,45,2500.0,False,
745.0,51,2153.0,28.32894736842105,3.1789553726670086,51,2691.0,0.10754392594038364,51,2691.0,False,
750.0,49,1785.0,24.45205479452055,2.477660278053842,49,2559.0,0.09581511207843986,49,2559.0,False,
755.0,42,1082.0,15.027777777777779,2.9882162151864198,42,2162.0,0.11594737629470292,42,2162.0,False,
760.0,44,1026.0,12.825,3.578833250739616,44,1691.0,0.13824944443990678,44,1691.0,False,
765.0,40,919.0,12.092105263157896,3.6341954609565104,40,1762.0,0.1725237928813271,40,1762.0,False,
770.0,41,654.0,8.72,2.8339902778233768,41,1667.0,0.10883624193801661,41,1667.0,False,
775.0,45,601.0,7.6075949367088604,3.232765618506011,45,1627.0,0.10976176688663698,45,1627.0,False,
780.0,39,661.0,8.813333333333333,4.163106033473643,39,1578.0,0.15554408528833882,39,1578.0,False,
785.0,39,840.0,11.506849315068493,4.302923479600915,39,1644.0,0.1868631272370467,39,1644.0,False,
790.0,44,1049.0,14.569444444444445,4.178810426275431,44,1720.0,0.15963684974479575,44,1720.0,False,
795.0,45,1273.0,16.973333333333333,3.953182323976248,45,1882.0,0.1382818994179903,45,1882.0,False,
800.0,43,1299.0,17.092105263157894,3.6608536898004744,43,1854.0,0.1721044417616597,43,1854.0,False,
805.0,42,1224.0,16.767123287671232,3.1336878422942105,42,1666.0,0.14302994032769126,42,1666.0,False,
810.0,43,1076.0,14.73972602739726,2.602652458137181,43,1656.0,0.09569253977915915,43,1656.0,False,
815.0,48,1219.0,16.930555555555557,3.0242511764110622,48,1635.0,0.11681294008244264,48,1635.0,False,
820.0,52,1055.0,14.066666666666666,2.2268364574300143,52,1703.0,0.06818529154622555,52,1703.0,False,
825.0,45,756.0,10.216216216216216,2.6723916478754646,45,1667.0,0.09697257319865853,45,1667.0,False,
830.0,42,662.0,8.487179487179487,2.781123338936221,42,1531.0,0.07840531656457103,42,1531.0,False,
835.0,40,741.0,9.379746835443038,4.160300047937505,40,1507.0,0.18546222486289934,40,1507.0,False,
840.0,36,899.0,11.986666666666666,4.68332700729621,36,1505.0,0.20549994856844764,36,1505.0,False,
845.0,43,1102.0,14.693333333333333,4.249123601819133,43,1561.0,0.17353258328033222,43,1561.0,False,
850.0,40,1029.0,13.72,3.4930187872284773,40,1666.0,0.14608709647497053,40,1666.0,False,
855.0,39,889.0,12.013513513513514,3.1259944030788027,39,1676.0,0.12468115857341544,39,1676.0,False,
860.0,38,960.0,12.972972972972974,3.4573582057763494,38,1638.0,0.13232612613816538,38,1638.0,False,
865.0,50,1130.0,14.675324675324676,3.167011588784383,50,1722.0,0.12293094640033711,50,1722.0,False,
870.0,36,976.0,12.512820512820513,3.9368341085008356,36,1626.0,0.1987179082885126,36,1626.0,False,
875.0,33,694.0,9.253333333333334,3.6828605810244746,33,1418.0,0.17253683357045685,33,1418.0,False,
880.0,44,871.0,11.311688311688311,3.3598991628582797,44,1214.0,0.10592178426838166,44,1214.0,False,
885.0,47,1030.0,13.91891891891892,2.4166692373896472,47,1377.0,0.08384162409559176,47,1377.0,False,
890.0,46,1190.0,16.301369863013697,2.5374808040036703,46,1517.0,0.09206022252306996,46,1517.0,False,
895.0,47,1400.0,18.666666666666668,3.476322497681888,47,1671.0,0.13583262484015823,47,1671.0,False,
900.0,44,1202.0,16.929577464788732,2.5945136273054348,44,1732.0,0.1019273156074388,44,1732.0,False,
905.0,47,1238.0,15.670886075949367,2.822341462551681,47,1631.0,0.10660745807031016,47,1631.0,False,
910.0,54,1495.0,19.166666666666668,3.700048004819769,54,1754.0,0.13672772493996818,54,1754.0,False,
915.0,53,1393.0,18.32894736842105,1.9454437307206367,53,1865.0,0.057238043236632424,53,1865.0,False,
920.0,52,1133.0,14.907894736842104,2.15091882387624,52,1788.0,0.07698941022795303,52,1788.0,False,
925.0,48,951.0,12.35064935064935,3.0827930671179145,48,1725.0,0.0979065408607842,48,1725.0,False,
930.0,40,929.0,12.223684210526315,3.705243228102637,40,1664.0,0.13490207843736512,40,1664.0,False,
935.0,38,1036.0,14.8,3.9883586816977776,38,1611.0,0.1740820483188309,38,1611.0,False,
940.0,47,1233.0,15.4125,3.820227573705078,47,1630.0,0.17467554167874108,47,1630.0,False,
945.0,37,1171.0,15.012820512820513,4.164696993888471,37,1700.0,0.21431624786817768,37,1700.0,False,
950.0,34,978.0,12.379746835443038,3.7067061240356374,34,1693.0,0.1594035861924024,34,1693.0,False,
955.0,42,993.0,12.569620253164556,3.398344790261121,42,1632.0,0.12578807074318538,42,1632.0,False,
960.0,42,1155.0,15.4,3.914920248116941,42,1645.0,0.1451575514394747,42,1645.0,False,
965.0,45,1368.0,18.0,4.022289015105636,45,1780.0,0.16775198794180138,45,1780.0,False,
970.0,49,1606.0,22.0,3.779744396765929,49,1958.0,0.13113680278740472,49,1958.0,False,
975.0,45,1681.0,22.413333333333334,2.7958138159978154,45,2091.0,0.11217584454750758,45,2091.0,False,
980.0,41,1653.0,21.75,3.295430597949506,41,2114.0,0.1590293979711103,41,2114.0,False,
985.0,41,1676.0,21.766233766233768,3.666693837657592,41,2096.0,0.15199268936896831,41,2096.0,False,
990.0,40,1843.0,24.25,3.6559806163489377,40,2170.0,0.13227313127975576,40,2170.0,False,
995.0,42,2053.0,27.743243243243242,4.382171413520955,42,2282.0,0.1980454681375226,42,2282.0,False,
1000.0,40,1584.0,20.842105263157894,3.3735038635113064,40,2166.0,0.14124313789671988,40,2166.0,False,
1005.0,38,1008.0,14.0,3.27284521915046,38,1854.0,0.14336179005763022,38,1854.0,False,
1010.0,41,1111.0,14.618421052631579,3.1375171020574553,41,1489.0,0.11495007343938865,41,1489.0,False,
1015.0,42,1121.0,14.371794871794872,3.6543057091313003,42,1623.0,0.1698569208696364,42,1623.0,False,
1020.0,40,1101.0,14.878378378378379,3.0496356820264343,40,1664.0,0.11408754709703912,40,1664.0,False,
1025.0,43,698.0,9.18421052631579,2.6124957869866625,43,1661.0,0.10439935741803565,43,1661.0,False,
1030.0,40,583.0,7.878378378378378,2.770350623026198,40,1510.0,0.12510573057399346,40,1510.0,False,
1035.0,46,792.0,10.285714285714286,3.1983015410940028,46,1433.0,0.10290112728212832,46,1433.0,False,
1040.0,52,821.0,10.662337662337663,2.250458314002352,52,1583.0,0.0649187339874215,52,1583.0,False,
1045.0,56,749.0,9.246913580246913,2.090811503191872,56,1662.0,0.052256758868632486,56,1662.0,False,
1050.0,45,844.0,10.419753086419753,3.396680674984175,45,1681.0,0.14097677309589332,45,1681.0,False,
1055.0,38,840.0,10.5,3.309986840437434,38,1773.0,0.1693443240553094,38,1773.0,False,
1060.0,42,809.0,9.74698795180723,2.9406729020518187,42,1763.0,0.10879469480809405,42,1763.0,False,
1065.0,44,877.0,10.82716049382716,2.875901533209243,44,1783.0,0.10000622416488009,44,1783.0,False,
1070.0,44,1003.0,12.382716049382717,3.543665029447902,44,1823.0,0.12589870432546832,44,1823.0,False,
1075.0,49,1216.0,15.39240506329114,3.7370121392495066,49,1956.0,0.14044345002102274,49,1956.0,False,
1080.0,44,1316.0,17.783783783783782,3.289141865062177,44,2051.0,0.12459072798283709,44,2051.0,False,
1085.0,43,1354.0,16.925,3.0444569492912636,43,2072.0,0.13347567075583394,43,2072.0,False,
1090.0,34,1145.0,14.49367088607595,3.4844625787568257,34,2125.0,0.18267672571017265,34,2125.0,False,
1095.0,40,1225.0,15.50632911392405,2.8190794229974165,40,2118.0,0.10676039027620161,40,2118.0,False,
1100.0,44,1388.0,16.926829268292682,2.4943536200575926,44,2211.0,0.0864823601820963,44,2211.0,False,
1105.0,49,1566.0,19.097560975609756,2.703064151619421,49,2282.0,0.09070101490593219,49,2282.0,False,
1110.0,46,1770.0,22.125,3.2232758614508503,46,2337.0,0.10504325063116399,46,2337.0,False,
1115.0,46,1991.0,25.525641025641026,3.558126492074099,46,2483.0,0.12690353769808912,46,2483.0,False,
1120.0,48,2008.0,24.19277108433735,2.7965251676122773,48,2596.0,0.1282738112784637,48,2596.0,False,
1125.0,40,1935.0,23.88888888888889,3.372743846694283,40,2627.0,0.16017611916740934,40,2627.0,False,
1130.0,42,2021.0,24.349397590361445,3.6120819333593914,42,2619.0,0.1350863590339564,42,2619.0,False,
1135.0,48,2055.0,24.464285714285715,2.668866904653766,48,2766.0,0.11334575642806922,48,2766.0,False,
1140.0,49,2281.0,28.5125,2.7732439131323368,49,2929.0,0.10467321790903109,49,2929.0,False,
1145.0,55,2417.0,29.475609756097562,1.9623401042899484,55,3123.0,0.057845217473598706,55,3123.0,False,
1150.0,53,2497.0,31.2125,2.422881551858114,53,3272.0,0.08310206101670928,53,3272.0,False,
1155.0,51,2670.0,31.41176470588235,2.784813410521697,51,3393.0,0.08535532945246034,51,3393.0,False,
1160.0,50,2901.0,33.3448275862069,3.538148114292601,50,3558.0,0.15906227259285358,50,3558.0,False,
1165.0,55,2268.0,26.06896551724138,2.8273065876368757,55,3392.0,0.12793391768774845,55,3392.0,False,
1170.0,49,1219.0,14.511904761904763,2.5190453830596002,49,2898.0,0.10078953771072237,49,2898.0,False,
1175.0,45,721.0,8.48235294117647,2.616215234801548,45,2686.0,0.0945846774658196,45,2686.0,False,
1180.0,46,577.0,6.709302325581396,2.7609399461451605,46,2678.0,0.1027932418122774,46,2678.0,False,
1185.0,48,586.0,7.0602409638554215,2.9377410850035646,48,2620.0,0.09618285622263058,48,2620.0,False,
1190.0,48,682.0,8.119047619047619,3.192044712255151,48,2649.0,0.13005903032900668,48,2649.0,False,
1195.0,45,753.0,8.858823529411765,3.401241003833025,45,2523.0,0.18198669803507958,45,2523.0,False,
1200.0,41,811.0,9.771084337349398,3.4372789058946487,41,2153.0,0.1710085845070572,41,2153.0,False,
1205.0,45,763.0,8.872093023255815,2.252928520066999,45,2273.0,0.09394379482091446,45,2273.0,False,
1210.0,57,1003.0,11.8,2.214578233844847,57,2425.0,0.07816130057692812,57,2425.0,False,
1215.0,62,1014.0,11.522727272727273,1.8908935658068557,62,2600.0,0.0501437997585141,62,2600.0,False,
1220.0,60,886.0,9.955056179775282,2.167966658002582,60,2678.0,0.05694705394264638,60,2678.0,False,
1225.0,65,932.0,10.130434782608695,2.124081324021042,65,2679.0,0.04661465711755517,65,2679.0,False,
1230.0,48,886.0,9.526881720430108,2.7543068195573532,48,2811.0,0.12483035630912735,48,2811.0,False,
1235.0,44,816.0,9.272727272727273,3.112846694288543,44,2809.0,0.15270212560332988,44,2809.0,False,
1240.0,46,849.0,9.539325842696629,3.0404325720344056,46,2746.0,0.12024096570530746,46,2746.0,False,
1245.0,49,929.0,10.322222222222223,3.205910465840894,49,2778.0,0.11882097752242142,49,2778.0,False,
1250.0,46,1032.0,11.862068965517242,2.9412301615198686,46,2872.0,0.12795501754618283,46,2872.0,False,
1255.0,50,1132.0,13.162790697674419,2.4278918983777174,50,2891.0,0.10051572551445945,50,2891.0,False,
1260.0,49,1278.0,15.035294117647059,2.742372100282487,49,2873.0,0.08961716676857043,49,2873.0,False,
1265.0,51,1449.0,15.580645161290322,3.0066498365352428,51,2999.0,0.13382394893769073,51,2999.0,False,
1270.0,46,1288.0,14.153846153846153,3.615407408440463,46,2828.0,0.19569995176041913,46,2828.0,False,
1275.0,49,907.0,9.967032967032967,2.940097224749433,49,2434.0,0.12266081690895918,49,2434.0,False,
1280.0,48,676.0,7.428571428571429,2.5310776001842394,48,2297.0,0.10479113339422155,48,2297.0,False,
1285.0,52,674.0,7.488888888888889,2.5792718104339643,52,2306.0,0.0909868764485844,52,2306.0,False,
1290.0,52,763.0,8.573033707865168,2.756366824555068,52,2351.0,0.0836989660513374,52,2351.0,False,
1295.0,56,949.0,11.034883720930232,3.063113650280443,56,2449.0,0.10251036945852357,56,2449.0,False,
1300.0,58,1179.0,13.1,3.4204290986101116,58,2606.0,0.14532372376795752,58,2606.0,False,
1305.0,53,1318.0,14.808988764044944,3.212605712840368,53,2575.0,0.15566265439739876,53,2575.0,False,
