step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
320.0,76,2854.0,35.23456790123457,0.48020780968859267,76,7423.0,0.01579394443307124,76,7423.0
325.0,80,3234.0,38.5,0.6420952341086225,80,7803.0,2.1269072372061133e-07,80,7803.0
330.0,76,3614.0,42.02325581395349,1.179597666665691,76,8183.0,0.0431811751601045,76,8183.0
335.0,76,3994.0,48.707317073170735,0.9316854235259607,76,8563.0,0.06958703568090732,76,8563.0
340.0,76,4374.0,53.34146341463415,0.5737685130583741,76,8943.0,0.0335135697332563,76,8943.0
345.0,78,4762.0,56.69047619047619,0.6420363128482038,78,9331.0,0.007145878515147465,78,9331.0
350.0,78,5152.0,62.0722891566265,0.6740864592279177,78,9721.0,0.02371813130881912,78,9721.0
355.0,76,5514.0,67.2439024390244,0.6738583629846892,76,10083.0,0.02472288122759437,76,10083.0
360.0,76,5894.0,73.675,0.6371966155559938,76,10463.0,0.0,76,10463.0
365.0,70,5632.0,65.48837209302326,1.2253996858179792,70,10417.0,0.03840226248998935,70,10417.0
370.0,60,4934.0,58.73809523809524,2.3848517039400514,60,9927.0,0.10495978409790015,60,9927.0
375.0,50,3859.0,47.0609756097561,2.3295951444790663,50,9594.0,0.09095676489469692,50,9594.0
380.0,40,2194.0,27.425,2.2518495425977925,40,9007.0,0.07652571228497282,40,9007.0
385.0,33,1268.0,16.467532467532468,2.723371087973501,33,8982.0,0.10994577475479428,33,8982.0
390.0,38,669.0,8.802631578947368,2.1253807370318847,38,9146.0,0.08865861462621749,38,9146.0
395.0,37,372.0,4.96,1.5701905759378256,37,8923.0,0.05987855116967533,37,8923.0
400.0,49,536.0,6.457831325301205,1.7544610301765862,49,8377.0,0.07555911065359901,49,8377.0
405.0,45,732.0,8.714285714285714,2.3621612528437024,45,8426.0,0.11063088774544738,45,8426.0
410.0,52,961.0,11.44047619047619,1.9781826372471703,52,8671.0,0.10118994874260288,52,8671.0
415.0,55,1109.0,13.691358024691358,0.8947499032147176,55,8865.0,0.04489105139805727,55,8865.0
420.0,63,1403.0,16.50588235294118,1.5562722547851595,63,9120.0,0.04573807228396568,63,9120.0
425.0,63,1426.0,16.776470588235295,1.593506152409783,63,8948.0,0.038065635126070654,63,8948.0
430.0,62,1323.0,15.939759036144578,1.5742715749284364,62,8096.0,0.03036579744051299,62,8096.0
435.0,59,1274.0,14.988235294117647,1.836543101812483,59,8397.0,0.052759285018570884,59,8397.0
440.0,53,1171.0,13.94047619047619,2.1650241668586654,53,8676.0,0.09969760400643358,53,8676.0
445.0,55,1197.0,14.9625,1.6891500599185174,55,8946.0,0.10375935613824971,55,8946.0
450.0,57,1403.0,17.5375,0.5854370152642995,57,8753.0,0.03323432468797893,57,8753.0
455.0,57,1594.0,18.75294117647059,1.5296276047209456,57,8114.0,0.052865165365641315,57,8114.0
460.0,56,1817.0,21.127906976744185,2.5891054834436615,56,7069.0,0.07549234876223739,56,7069.0
465.0,48,1839.0,21.892857142857142,2.4354741822185275,48,7230.0,0.08270172312509902,48,7230.0
470.0,49,2044.0,25.234567901234566,2.5535423567331663,49,7365.0,0.07390425207894306,49,7365.0
475.0,57,2310.0,27.83132530120482,1.9527925051867547,57,7631.0,0.08088348641330285,57,7631.0
480.0,59,2522.0,30.3855421686747,1.9210359188190296,59,7868.0,0.09922501899778172,59,7868.0
485.0,67,2837.0,33.773809523809526,1.2694807979514047,67,8159.0,0.0493060796422017,67,8159.0
490.0,71,3056.0,34.72727272727273,1.163531249427798,71,8042.0,0.022410583644891457,71,8042.0
495.0,65,3201.0,37.65882352941176,1.8714085739174706,65,7530.0,0.0590276399321533,65,7530.0
500.0,54,3303.0,39.795180722891565,2.322938075842144,54,7406.0,0.07365484767301458,54,7406.0
505.0,53,3398.0,41.95061728395062,1.790377547916609,53,7647.0,0.0473343855350796,53,7647.0
510.0,46,2969.0,36.65432098765432,1.9784941627000223,46,7374.0,0.09123024119539686,46,7374.0
515.0,45,2200.0,27.160493827160494,2.6228615690857993,45,6370.0,0.12204937853072097,45,6370.0
520.0,37,1519.0,18.301204819277107,2.7217803480624982,37,5986.0,0.1057466474935498,37,5986.0
525.0,36,692.0,8.54320987654321,2.5192122279530715,36,5553.0,0.08847785316606313,36,5553.0
530.0,34,262.0,3.3164556962025316,2.7770027105041826,34,5708.0,0.11926443320475787,34,5708.0
535.0,42,380.0,4.810126582278481,2.086335283221554,42,5885.0,0.07799612004027294,42,5885.0
540.0,41,376.0,4.82051282051282,1.59649965759845,41,6006.0,0.05927506397729507,41,6006.0
545.0,55,613.0,7.127906976744186,1.6029309219152035,55,6176.0,0.058335371221866716,55,6176.0
550.0,61,800.0,9.195402298850574,2.130235764018922,61,6278.0,0.08235207629190394,61,6278.0
555.0,59,953.0,11.211764705882352,2.162864390616811,59,6277.0,0.06702091101670546,59,6277.0
560.0,57,1115.0,13.117647058823529,2.4335062011538104,57,6275.0,0.0510399500617617,57,6275.0
565.0,50,1268.0,15.654320987654321,2.6352614461996824,50,6516.0,0.0975378463621656,50,6516.0
570.0,49,1444.0,18.753246753246753,2.3701588314390953,49,6752.0,0.09910885538708858,49,6752.0
575.0,49,1389.0,18.52,1.5213119716440864,49,6463.0,0.06468690914968234,49,6463.0
580.0,52,1147.0,14.160493827160494,1.6999368637316143,52,5634.0,0.06569333978138692,52,5634.0
585.0,46,958.0,11.404761904761905,3.47038203892194,46,4366.0,0.1328859445059466,46,4366.0
590.0,39,629.0,7.670731707317073,2.959217050134442,39,4444.0,0.1397751955809819,39,4444.0
595.0,40,442.0,5.45679012345679,2.6858740027146393,40,4377.0,0.11062541434829856,40,4377.0
600.0,34,297.0,3.6219512195121952,2.868024888671191,34,4361.0,0.11832749517717928,34,4361.0
605.0,35,321.0,4.0125,2.9782809377231025,35,4433.0,0.1136806315520201,35,4433.0
610.0,38,343.0,4.2875,2.2097146791721136,38,4108.0,0.06834812311301962,38,4108.0
615.0,45,414.0,4.813953488372093,2.134439983673103,45,3498.0,0.07316397708705445,45,3498.0
620.0,47,541.0,6.218390804597701,3.0223289731206213,47,2922.0,0.12191506110432557,47,2922.0
625.0,42,524.0,6.1647058823529415,2.9511493280603287,42,2821.0,0.14965765664724284,42,2821.0
630.0,40,481.0,6.0886075949367084,2.627430070689479,40,2751.0,0.1178550318054714,40,2751.0
635.0,42,564.0,6.795180722891566,3.2264066146219355,42,2611.0,0.12041441769108875,42,2611.0
640.0,36,554.0,6.7560975609756095,3.082591443838347,36,2757.0,0.12986804358631857,36,2757.0
645.0,43,663.0,8.185185185185185,2.3518370775004525,43,2928.0,0.08105937178776994,43,2928.0
650.0,54,577.0,6.709302325581396,1.4588281936928067,54,3032.0,0.055792688844050774,54,3032.0
655.0,58,791.0,9.091954022988507,2.116737238189977,58,3119.0,0.09869169860314829,58,3119.0
660.0,62,987.0,11.089887640449438,2.2945159121753984,62,3267.0,0.0907619075011701,62,3267.0
665.0,61,1133.0,13.174418604651162,1.8054570869678457,61,3318.0,0.04783065244714994,61,3318.0
670.0,60,1326.0,15.241379310344827,1.6006852917604564,60,3613.0,0.05001300867647109,60,3613.0
675.0,58,1518.0,18.071428571428573,1.7650921835945237,58,3903.0,0.05803271249694713,58,3903.0
680.0,60,1770.0,21.85185185185185,1.1716951941227483,60,4195.0,0.04353910603085229,60,4195.0
685.0,66,1990.0,23.13953488372093,0.5751790469241752,66,4374.0,0.02230412016910156,66,4374.0
690.0,58,2172.0,24.96551724137931,1.8231199012150718,58,4431.0,0.08134523056580129,58,4431.0
695.0,56,2382.0,26.764044943820224,2.3921923648367174,56,4602.0,0.10757647889487527,56,4602.0
700.0,58,2601.0,30.6,1.7026141863471138,58,4891.0,0.06985204525991158,58,4891.0
705.0,56,2617.0,31.53012048192771,1.1234489487564523,56,5056.0,0.055534024319610055,56,5056.0
710.0,62,2866.0,32.94252873563219,1.8231364489099617,62,5190.0,0.06331404181610334,62,5190.0
715.0,62,2656.0,30.528735632183906,1.4128585184109186,62,5015.0,0.036814199725481486,62,5015.0
720.0,62,2123.0,24.976470588235294,1.712892991256442,62,4219.0,0.0286818764254377,62,4219.0
725.0,59,1767.0,19.853932584269664,2.7212523568272267,59,3814.0,0.08161235251912125,59,3814.0
730.0,46,1113.0,13.25,3.002964535048029,46,3899.0,0.1486188495883703,46,3899.0
735.0,38,651.0,8.1375,2.87709519971618,38,3782.0,0.13242519074410777,38,3782.0
740.0,35,522.0,6.365853658536586,2.284644075811396,35,3905.0,0.09939272881796905,35,3905.0
745.0,40,509.0,6.283950617283951,2.2316460957900306,40,4091.0,0.08235489394007352,40,4091.0
750.0,44,519.0,6.253012048192771,1.9710745820315456,44,4142.0,0.07045954327074323,44,4142.0
755.0,51,692.0,8.238095238095237,1.6432044806871497,51,4078.0,0.053063061722157454,51,4078.0
760.0,56,915.0,10.280898876404494,1.7785431933857283,56,4277.0,0.058472301230523605,56,4277.0
765.0,57,1174.0,13.494252873563218,1.7721729664510424,57,4557.0,0.10009050028165045,57,4557.0
770.0,58,1239.0,14.75,1.1257700208682333,58,4488.0,0.07487195694253063,58,4488.0
775.0,60,1182.0,13.133333333333333,1.331691283427508,60,4246.0,0.0450657738091373,60,4246.0
780.0,58,1213.0,13.32967032967033,2.464833426243833,58,3768.0,0.06746154741753463,58,3768.0
785.0,52,847.0,9.51685393258427,2.470575555652183,52,3874.0,0.09389390868931313,52,3874.0
790.0,50,767.0,9.130952380952381,2.590196662629904,50,3811.0,0.09372165129041181,50,3811.0
795.0,53,974.0,10.9438202247191,2.154390725135682,53,3770.0,0.07065991974959064,53,3770.0
800.0,51,1186.0,13.325842696629213,2.745725058013461,51,3547.0,0.11051320112795275,51,3547.0
805.0,45,1146.0,13.022727272727273,2.3571896837312996,45,3469.0,0.1022308101587164,45,3469.0
810.0,43,949.0,11.034883720930232,1.9657328339985043,43,3304.0,0.07260326743973808,43,3304.0
815.0,38,641.0,7.453488372093023,2.2822200999910573,38,3346.0,0.09500936996803074,38,3346.0
820.0,45,569.0,6.540229885057471,2.583167909714023,45,3445.0,0.08719166047956027,45,3445.0
825.0,41,511.0,6.083333333333333,2.071248385808093,41,3450.0,0.054184774910040534,41,3450.0
830.0,50,696.0,7.820224719101123,1.9085218532969035,50,3325.0,0.05821838829814664,50,3325.0
835.0,49,918.0,10.314606741573034,2.942951464042369,49,3101.0,0.10740959807084284,49,3101.0
840.0,45,903.0,10.379310344827585,2.8516523494744965,45,3205.0,0.13127617141838968,45,3205.0
845.0,47,1055.0,12.865853658536585,2.525151572389686,47,3253.0,0.10332859052210416,47,3253.0
850.0,55,1302.0,15.5,1.954765926679143,55,3486.0,0.06173206213579987,55,3486.0
855.0,61,1591.0,19.641975308641975,1.599456873744426,61,3775.0,0.03922012322353012,61,3775.0
860.0,62,1800.0,22.22222222222222,1.3444347231851212,62,3914.0,0.03966446366877998,62,3914.0
865.0,63,1956.0,23.285714285714285,1.3940132329620083,63,3902.0,0.03913084801346949,63,3902.0
870.0,53,1764.0,20.045454545454547,2.5100018279417715,53,3681.0,0.09411518619620482,53,3681.0
875.0,39,1298.0,15.452380952380953,3.4469297483027725,39,3192.0,0.15130892670440726,39,3192.0
880.0,32,924.0,11.55,2.7842414723770594,32,3059.0,0.11671198961009573,32,3059.0
885.0,28,520.0,6.419753086419753,2.531251619187468,28,2972.0,0.10108383155554505,28,2972.0
890.0,23,171.0,2.111111111111111,2.868263759812582,23,2935.0,0.12564688350970366,23,2935.0
895.0,36,274.0,3.3012048192771086,2.4916448223717405,36,2953.0,0.08888719051996917,36,2953.0
900.0,46,477.0,5.888888888888889,2.2116807240005163,46,3118.0,0.04522538836646182,46,3118.0
905.0,60,747.0,8.788235294117648,1.53080198903484,60,3389.0,0.046506764050520046,60,3389.0
910.0,70,1078.0,13.308641975308642,1.177221993225159,70,3722.0,0.07234565922468232,70,3722.0
915.0,72,1308.0,15.571428571428571,0.7060601966643717,72,4012.0,0.04189159406699605,72,4012.0
920.0,74,1674.0,19.24137931034483,1.087917561962808,74,4319.0,0.01893401621278854,74,4319.0
925.0,73,1847.0,20.988636363636363,1.546398353975806,73,4514.0,0.029134721604880585,73,4514.0
930.0,63,1877.0,22.345238095238095,1.9826372880357874,63,4569.0,0.05909362107654688,63,4569.0
935.0,56,1933.0,23.864197530864196,1.677788279193082,56,4798.0,0.040437074833494034,56,4798.0
940.0,60,2008.0,23.904761904761905,1.4610400299786728,60,5079.0,0.05740340618119834,60,5079.0
945.0,54,2083.0,26.367088607594937,1.5262133887528966,54,5302.0,0.1085894300240036,54,5302.0
950.0,61,2367.0,28.518072289156628,1.7600834254737157,61,5572.0,0.07698252046967877,61,5572.0
955.0,68,2681.0,31.174418604651162,1.2942265497454057,68,5886.0,0.006989773411965553,68,5886.0
960.0,76,3040.0,36.19047619047619,1.009237571189718,76,6245.0,0.01877565341710733,76,6245.0
965.0,71,2904.0,35.41463414634146,1.0086280366973037,71,6249.0,0.03213779027567024,71,6249.0
970.0,61,2429.0,30.746835443037973,1.4267721628936627,61,5868.0,0.03806741944908763,61,5868.0
975.0,52,1863.0,22.44578313253012,2.109576255332101,52,5809.0,0.06006063995032332,52,5809.0
980.0,39,1030.0,13.037974683544304,2.844698882939255,39,5701.0,0.13980611777862229,39,5701.0
985.0,31,552.0,7.076923076923077,3.950424032547344,31,5486.0,0.1793346081097596,31,5486.0
990.0,34,420.0,5.384615384615385,3.3546059642239365,34,5221.0,0.11366154166257185,34,5221.0
995.0,33,315.0,4.144736842105263,3.082680887867511,33,4999.0,0.146482331468755,33,4999.0
1000.0,37,336.0,4.363636363636363,3.2866943206220416,37,4150.0,0.13928061934081254,37,4150.0
1005.0,31,346.0,4.4935064935064934,3.108859794535584,31,4178.0,0.1205987635260259,31,4178.0
1010.0,25,338.0,4.225,3.057064810289366,25,4053.0,0.12230935121677654,25,4053.0
1015.0,24,194.0,2.3658536585365852,3.2659665827110405,24,4008.0,0.16451036418775633,24,4008.0
1020.0,33,319.0,3.7976190476190474,3.0537363955314794,33,4040.0,0.14667102157389514,33,4040.0
1025.0,46,517.0,6.154761904761905,2.170824064279007,46,4232.0,0.06236261376706015,46,4232.0
1030.0,61,793.0,9.220930232558139,1.1164680798750999,61,4510.0,0.02891796177137251,61,4510.0
1035.0,67,933.0,11.107142857142858,0.8858912526340768,67,4752.0,0.04251857662565168,67,4752.0
1040.0,73,1259.0,14.63953488372093,1.2821451411116804,73,4985.0,0.022702619553272532,73,4985.0
1045.0,80,1633.0,18.144444444444446,1.2717161487905482,80,5352.0,7.294695114100926e-05,80,5352.0
1050.0,76,2013.0,23.137931034482758,1.283733384418529,76,5732.0,0.04334441409159584,76,5732.0
1055.0,70,2098.0,24.976190476190474,1.4772928358386976,70,5700.0,0.07557779840152258,70,5700.0
1060.0,60,1976.0,24.097560975609756,1.6254635567956193,60,5231.0,0.060039234767541534,60,5231.0
1065.0,56,1680.0,20.0,1.8149017766178095,56,5299.0,0.047651701415605874,56,5299.0
1070.0,42,1094.0,13.848101265822784,2.1738477186402227,42,5113.0,0.09878912448885065,42,5113.0
1075.0,38,681.0,8.73076923076923,2.2254521989542635,38,5279.0,0.10156694146696979,38,5279.0
1080.0,41,468.0,5.85,1.8942648518994496,41,5473.0,0.052975127809411104,41,5473.0
1085.0,49,528.0,6.36144578313253,1.537241489880535,49,5695.0,0.060931229859148284,49,5695.0
1090.0,57,708.0,8.634146341463415,1.233579068624639,57,5756.0,0.0837533871805155,57,5756.0
1095.0,57,879.0,10.464285714285714,1.7370485118000967,57,5662.0,0.07826116506784866,57,5662.0
1100.0,56,868.0,9.863636363636363,1.5233392834040886,56,5490.0,0.04070075205512399,56,5490.0
1105.0,47,784.0,9.223529411764705,2.388972444698133,47,4627.0,0.08244359880442548,47,4627.0
1110.0,38,643.0,7.841463414634147,2.4821222068328543,38,4813.0,0.0955049775853612,38,4813.0
1115.0,44,632.0,7.802469135802469,1.880121623644923,44,5017.0,0.05936555433920943,44,5017.0
1120.0,53,732.0,8.611764705882353,1.3698835227468342,53,5250.0,0.06062531804758069,53,5250.0
1125.0,60,874.0,9.931818181818182,1.448696651776452,60,5308.0,0.09194427991086426,60,5308.0
1130.0,58,961.0,10.920454545454545,1.7009081162404505,58,5281.0,0.07638315549750928,58,5281.0
1135.0,60,748.0,8.219780219780219,1.468009169299988,60,5432.0,0.04138703835816957,60,5432.0
1140.0,54,787.0,8.943181818181818,2.1356962530816124,54,5497.0,0.07372856259101651,54,5497.0
1145.0,52,770.0,8.953488372093023,2.144218258834246,52,5179.0,0.06702144728174568,52,5179.0
1150.0,52,724.0,8.418604651162791,2.164093348217014,52,4604.0,0.06199853411086603,52,4604.0
1155.0,53,752.0,8.64367816091954,2.6243917183179772,53,3868.0,0.07103411253308009,53,3868.0
1160.0,49,725.0,8.430232558139535,2.950121453031885,49,4071.0,0.1407833911219162,49,4071.0
1165.0,49,808.0,9.853658536585366,2.9224185357807295,49,4302.0,0.14437348942824269,49,4302.0
1170.0,53,1018.0,12.414634146341463,1.6932371292609878,53,4315.0,0.05833105483993822,53,4315.0
1175.0,52,1233.0,14.678571428571429,2.0193483593481187,52,4124.0,0.06797045837769064,52,4124.0
1180.0,45,1196.0,14.070588235294117,2.2234074493562366,45,4030.0,0.07771568693874303,45,4030.0
1185.0,38,973.0,11.72289156626506,2.372879109626017,38,3760.0,0.08515514291687871,38,3760.0
1190.0,32,763.0,9.083333333333334,2.3481527114279235,32,3609.0,0.09426027037442931,32,3609.0
1195.0,29,524.0,6.093023255813954,3.057402077600903,29,3375.0,0.15045436667656584,29,3375.0
1200.0,23,207.0,2.4642857142857144,3.1485058528912138,23,3272.0,0.16312420107321132,23,3272.0
1205.0,34,278.0,3.2325581395348837,2.323690095659464,34,3241.0,0.0890856314973287,34,3241.0
1210.0,48,487.0,5.662790697674419,2.339748983039403,48,3394.0,0.05885737285322893,48,3394.0
1215.0,55,668.0,7.50561797752809,1.9556298702574033,55,3502.0,0.04943239135348123,55,3502.0
1220.0,54,836.0,9.952380952380953,1.8929853954814566,54,3507.0,0.047135683127760376,54,3507.0
1225.0,58,847.0,9.735632183908047,1.7775129073017362,58,3440.0,0.044912875068851554,58,3440.0
1230.0,42,728.0,8.666666666666666,2.493749551441275,42,3105.0,0.11308151168972254,42,3105.0
1235.0,32,601.0,7.329268292682927,2.986715711325067,32,3183.0,0.15871475839440485,32,3183.0
1240.0,30,491.0,5.987804878048781,2.7554691452862636,30,3160.0,0.12480325163227507,30,3160.0
1245.0,31,457.0,5.506024096385542,2.4761527128736645,31,3276.0,0.09741495179537943,31,3276.0
1250.0,42,628.0,7.476190476190476,1.8930488560441017,42,3456.0,0.0768899645629408,42,3456.0
1255.0,48,807.0,9.841463414634147,1.5496823460713396,48,3638.0,0.06487434308111853,48,3638.0
1260.0,53,1000.0,11.764705882352942,1.5829441177953574,53,3796.0,0.04981507207211754,53,3796.0
1265.0,48,1049.0,11.527472527472527,2.134124997615413,48,3697.0,0.07265142312007823,48,3697.0
1270.0,43,995.0,11.306818181818182,2.7559550829711488,43,3261.0,0.13323617313883968,43,3261.0
1275.0,40,997.0,11.593023255813954,3.2059940054692486,40,2707.0,0.1292794565813088,40,2707.0
1280.0,37,505.0,5.872093023255814,2.568870229847056,37,2703.0,0.09941182293888909,37,2703.0
1285.0,37,339.0,3.988235294117647,2.8467801802406885,37,2519.0,0.11388737607833828,37,2519.0
1290.0,49,524.0,6.022988505747127,2.064325424937274,49,2720.0,0.07265468723603342,49,2720.0
1295.0,62,807.0,9.607142857142858,1.3018512386378662,62,2990.0,0.020221999058714885,62,2990.0
1300.0,70,1036.0,11.511111111111111,1.2361575228654582,70,3064.0,0.038504583884469805,70,3064.0
1305.0,64,1212.0,13.617977528089888,2.0457608600007346,64,2890.0,0.09416597232763704,64,2890.0
1310.0,57,1307.0,14.522222222222222,2.1404611802700573,57,2944.0,0.0840702495411134,57,2944.0
1315.0,52,1439.0,16.54022988505747,1.9212388435073078,52,3071.0,0.05633659293774026,52,3071.0
1320.0,56,1664.0,19.348837209302324,1.7768511397323437,56,3334.0,0.05237526245474417,56,3334.0
1325.0,62,1961.0,23.070588235294117,1.670927062049032,62,3627.0,0.043870357626328155,62,3627.0
1330.0,63,2169.0,26.132530120481928,1.0899177540535878,63,3697.0,0.019805797826168457,63,3697.0
1335.0,61,2326.0,27.36470588235294,1.5096376839253052,61,3515.0,0.04707262669267901,61,3515.0
1340.0,58,2520.0,28.636363636363637,3.0475912109895344,58,3347.0,0.10474310114501657,58,3347.0
1345.0,51,2704.0,32.19047619047619,2.709979023890335,51,3612.0,0.12030470754587963,51,3612.0
1350.0,52,2893.0,36.620253164556964,2.017942927407799,52,3860.0,0.06843215244620782,52,3860.0
1355.0,58,3167.0,39.098765432098766,1.3456909594003423,58,4135.0,0.05298628863204053,58,4135.0
1360.0,58,3394.0,41.390243902439025,1.1994917127662759,58,4283.0,0.055706244609871634,58,4283.0
1365.0,57,3600.0,42.857142857142854,1.498318565779138,57,4339.0,0.04781802033803665,57,4339.0
1370.0,58,3833.0,43.06741573033708,2.35787067728551,58,4438.0,0.05287287478067477,58,4438.0
